COUNTRY;SUBBRAND;YEAR;MONTH;SCENARIO;FORECAST;FORECAST_YEAR;AMOUNT
Portugal;7up (L3);2024;6;AI_forecast;AI_P07F;2023;4,56893E+15
Netherlands;7up Free (L3);2024;9;AI_forecast;AI_P08F;2023;1,17737E+15
Spain;Pepsi Max (L3);2024;10;AI_forecast;AI_P09F;2023;1,01193E+16
Great Britain;7up Free (L3);2023;7;AI_forecast;AI_P02F;2023;1,91665E+16
Norway;7up (L3);2023;8;AI_forecast;AI_P02F;2023;1,04405E+16
Norway;Mountain Dew (L3);2024;2;AI_forecast;AI_P07F;2023;7,46002E+15
Great Britain;Lipton (L3);2024;1;AI_forecast;AI_P05F;2023;4,62866E+15
Great Britain;Pepsi Regular (L3);2023;12;AI_forecast;AI_P02F;2023;1,20301E+15
Spain;Pepsi Max (L3);2024;5;AI_forecast;AI_P05F;2023;1,01299E+16
Great Britain;7up Free (L3);2024;12;AI_forecast;AI_P09F;2023;1,57066E+16
Great Britain;7up (L3);2023;9;AI_forecast;AI_P05F;2023;1,42595E+16
Hungary;Lipton (L3);2024;11;AI_forecast;AI_P12F;2023;23402227184563300,00
Hungary;Lipton (L3);2023;11;AI_forecast;AI_P10F;2023;2699747054267230,00
Norway;Lipton (L3);2024;10;AI_forecast;AI_P08F;2023;9,88052E+15
Great Britain;Pepsi Max (L3);2024;5;AI_forecast;AI_P02F;2023;1,15123E+22
Hungary;7up (L3);2023;6;AI_forecast;AI_P04F;2023;7,42305E+15
Hungary;Pepsi Regular (L3);2025;4;AI_forecast;AI_P12F;2023;9,59486E+15
Spain;Pepsi Max (L3);2024;1;AI_forecast;AI_P05F;2023;9,84833E+15
Netherlands;Pepsi Max (L3);2024;3;AI_forecast;AI_P10F;2023;9,19784E+15
Spain;Lipton (L3);2023;8;AI_forecast;AI_PF;2023;1,28614E+16
Spain;Lipton (L3);2024;8;actual;null;;1,66776E+13
Portugal;Pepsi Max (L3);2024;10;AI_forecast;AI_P11F;2023;1,93522E+15
Great Britain;Pepsi Max (L3);2023;7;AI_forecast;AI_P04F;2023;1,17654E+23
Italy;Pepsi Max (L3);2023;7;AI_forecast;AI_P06F;2023;1,68657E+16
Denmark;Pepsi Regular (L3);2024;2;AI_forecast;AI_PF;2023;9,44652E+15
Netherlands;Pepsi Max (L3);2023;6;AI_forecast;AI_P04F;2023;9,73166E+15
Spain;Pepsi Regular (L3);2024;7;AI_forecast;AI_P08F;2023;2,68664E+15
Norway;Pepsi Max (L3);2025;2;AI_forecast;AI_P11F;2023;2,14553E+15
Denmark;7up (L3);2024;5;AI_forecast;AI_P05F;2023;0
Denmark;Mountain Dew (L3);2024;8;actual;null;;4,06955E+13
Great Britain;Lipton (L3);2024;8;actual;null;;8,29271E+14
Czech;Lipton (L3);2024;8;actual;null;;4,62036E+14
Spain;Pepsi Regular (L3);2024;8;actual;null;;1,7337E+14
Czech;7up Free (L3);2024;8;actual;null;;8,03194E+13
Norway;Pepsi Regular (L3);2024;8;actual;null;;5,51982E+13
Italy;7up (L3);2024;9;AI_forecast;AI_P12F;2023;1,05712E+16
Hungary;Pepsi Max (L3);2024;12;AI_forecast;AI_P10F;2023;4,12312E+15
Great Britain;Lipton (L3);2024;1;AI_forecast;AI_P04F;2023;5,87939E+15
Italy;Pepsi Regular (L3);2024;4;AI_forecast;AI_P11F;2023;2,08436E+15
Great Britain;7up Free (L3);2024;3;AI_forecast;AI_P09F;2023;9,67541E+14
Portugal;7up (L3);2023;12;AI_forecast;AI_P07F;2023;3,02492E+15
Great Britain;Mountain Dew (L3);2024;11;AI_forecast;AI_P07F;2023;20783389103883900,00
Netherlands;Pepsi Max (L3);2024;6;AI_forecast;AI_P06F;2023;9,92553E+14
Great Britain;7up (L3);2023;10;AI_forecast;AI_P07F;2023;1,0015E+16
Czech;Lipton (L3);2024;12;AI_forecast;AI_P09F;2023;2,83507E+16
Italy;Pepsi Max (L3);2023;12;AI_forecast;AI_P12F;2023;1,66292E+16
Hungary;Pepsi Regular (L3);2024;4;AI_forecast;AI_P08F;2023;1,08694E+16
Great Britain;7up (L3);2024;3;AI_forecast;AI_P11F;2023;1,85104E+16
Norway;Pepsi Regular (L3);2024;7;AI_forecast;AI_P05F;2023;5,13923E+15
Norway;Pepsi Regular (L3);2023;4;AI_forecast;AI_P04F;2023;3,60906E+15
Netherlands;7up (L3);2024;8;AI_forecast;AI_P04F;2023;1,64749E+16
Norway;Pepsi Max (L3);2025;1;AI_forecast;AI_P12F;2023;2,51868E+16
Norway;Pepsi Regular (L3);2024;9;AI_forecast;AI_P06F;2023;3,26412E+16
Norway;Lipton (L3);2024;11;AI_forecast;AI_P08F;2023;6063610077022890,00
Portugal;Pepsi Max (L3);2023;9;AI_forecast;AI_P04F;2023;2,06387E+16
Denmark;7up Free (L3);2024;8;AI_forecast;AI_P06F;2023;1,68744E+15
Czech;Mountain Dew (L3);2024;4;AI_forecast;AI_P07F;2023;8,29705E+15
Great Britain;Lipton (L3);2024;6;AI_forecast;AI_P10F;2023;7,54893E+14
Spain;Pepsi Max (L3);2024;7;AI_forecast;AI_P06F;2023;1,12024E+16
Netherlands;Pepsi Max (L3);2023;10;AI_forecast;AI_P05F;2023;8,79957E+15
Spain;7up Free (L3);2024;4;AI_forecast;AI_P10F;2023;6,81551E+15
Norway;Pepsi Max (L3);2025;2;AI_forecast;AI_P10F;2023;2,7467E+14
Portugal;Pepsi Max (L3);2023;8;AI_forecast;AI_P02F;2023;2,0894E+15
Hungary;7up Free (L3);2025;5;AI_forecast;AI_P12F;2023;2,33224E+16
Czech;Mountain Dew (L3);2025;1;AI_forecast;AI_P11F;2023;7,45754E+15
Netherlands;7up Free (L3);2024;11;AI_forecast;AI_P09F;2023;958856095708854,00
Netherlands;Pepsi Max (L3);2023;10;AI_forecast;AI_P05F;2023;9,61282E+15
Great Britain;7up (L3);2024;7;AI_forecast;AI_P03F;2023;1,22672E+16
Great Britain;7up (L3);2024;3;AI_forecast;AI_P02F;2023;4,4247E+15
Denmark;Pepsi Regular (L3);2025;2;AI_forecast;AI_P10F;2023;1,69187E+16
Netherlands;Pepsi Regular (L3);2024;4;AI_forecast;AI_P02F;2023;4,61075E+15
Netherlands;Pepsi Regular (L3);2024;5;AI_forecast;AI_P05F;2023;4,46041E+15
Great Britain;Mountain Dew (L3);2023;8;AI_forecast;AI_P04F;2023;1,62116E+16
Spain;Pepsi Max (L3);2024;9;AI_forecast;AI_P08F;2023;1,36527E+16
Netherlands;Pepsi Max (L3);2024;9;AI_forecast;AI_P12F;2023;1,07795E+16
Netherlands;Pepsi Max (L3);2023;8;AI_forecast;AI_P08F;2023;9,71945E+15
Netherlands;Pepsi Max (L3);2025;4;AI_forecast;AI_P12F;2023;8,47532E+15
Spain;Pepsi Regular (L3);2025;1;AI_forecast;AI_P10F;2023;1,92309E+16
Portugal;Lipton (L3);2024;11;AI_forecast;AI_P10F;2023;573010137882455,00
Hungary;Pepsi Max (L3);2023;6;AI_forecast;AI_P06F;2023;5,55251E+15
Great Britain;Lipton (L3);2023;12;AI_forecast;AI_P11F;2023;5,59357E+15
Portugal;7up (L3);2024;6;AI_forecast;AI_P05F;2023;4,14998E+16
Great Britain;7up Free (L3);2024;8;AI_forecast;AI_P06F;2023;1,10663E+15
Spain;Pepsi Max (L3);2024;11;AI_forecast;AI_P12F;2023;1390519747061960,00
Netherlands;Pepsi Max (L3);2023;11;AI_forecast;AI_P09F;2023;7827030344630790,00
Netherlands;Pepsi Max (L3);2024;7;AI_forecast;AI_P03F;2023;9,95188E+15
Spain;Lipton (L3);2023;11;AI_forecast;AI_P07F;2023;12558101216117000,00
Hungary;Lipton (L3);2025;1;AI_forecast;AI_P08F;2023;2,36243E+15
Portugal;Pepsi Regular (L3);2024;5;AI_forecast;AI_P09F;2023;2,15662E+16
Norway;Pepsi Regular (L3);2023;8;AI_forecast;AI_P05F;2023;4,525E+15
Portugal;Pepsi Max (L3);2025;2;AI_forecast;AI_P12F;2023;2,00173E+15
Great Britain;Lipton (L3);2023;7;AI_forecast;AI_P07F;2023;8,59558E+14
Great Britain;7up Free (L3);2025;1;AI_forecast;AI_P10F;2023;1,15029E+15
Norway;Mountain Dew (L3);2023;9;AI_forecast;AI_P09F;2023;3,85257E+16
Czech;Pepsi Regular (L3);2025;4;AI_forecast;AI_P11F;2023;8,1446E+15
Norway;Pepsi Max (L3);2025;3;AI_forecast;AI_P11F;2023;3,13624E+16
Netherlands;7up (L3);2024;3;AI_forecast;AI_P06F;2023;6,98344E+15
Portugal;Lipton (L3);2024;10;AI_forecast;AI_P06F;2023;6,36887E+15
Czech;Lipton (L3);2023;12;AI_forecast;AI_P03F;2023;2,39687E+16
Norway;7up (L3);2023;10;AI_forecast;AI_P08F;2023;0
Italy;Pepsi Max (L3);2023;8;AI_forecast;AI_P04F;2023;1,78945E+16
Italy;Pepsi Regular (L3);2023;10;AI_forecast;AI_P07F;2023;1,67736E+16
Spain;Lipton (L3);2024;9;AI_forecast;AI_P04F;2023;1,63722E+16
Netherlands;Pepsi Max (L3);2023;4;AI_forecast;AI_PF;2023;7,24851E+15
Czech;Pepsi Regular (L3);2024;2;AI_forecast;AI_P07F;2023;7,14066E+15
Hungary;7up Free (L3);2024;5;actual;null;;8,84937E+13
Hungary;Mountain Dew (L3);2024;5;actual;null;;7,86073E+13
Spain;Lipton (L3);2024;5;actual;null;;8,90926E+12
Portugal;Pepsi Max (L3);2024;6;AI_forecast;AI_P03F;2023;2,40945E+16
Netherlands;Pepsi Regular (L3);2023;3;AI_forecast;AI_PF;2023;5,77377E+15
Spain;7up (L3);2024;8;AI_forecast;AI_P05F;2023;1,07176E+16
Italy;Pepsi Max (L3);2024;1;AI_forecast;AI_P06F;2023;1,48781E+16
Spain;Pepsi Max (L3);2024;1;AI_forecast;AI_P06F;2023;7,57339E+14
Spain;7up Free (L3);2024;1;AI_forecast;AI_P06F;2023;6,23212E+16
Denmark;Pepsi Regular (L3);2024;7;AI_forecast;AI_P11F;2023;2,90513E+14
Netherlands;Pepsi Max (L3);2024;7;AI_forecast;AI_P08F;2023;1,05997E+16
Italy;7up (L3);2023;12;AI_forecast;AI_PF;2023;1,10989E+16
Spain;Pepsi Regular (L3);2023;9;AI_forecast;AI_P06F;2023;1,79489E+15
Great Britain;Pepsi Max (L3);2024;5;actual;null;;1,48156E+23
Great Britain;Pepsi Regular (L3);2024;5;actual;null;;1,85144E+15
Great Britain;Lipton (L3);2024;5;actual;null;;7,69222E+14
Great Britain;7up Free (L3);2024;5;actual;null;;1,27044E+15
Portugal;7up (L3);2024;5;actual;null;;4,82446E+14
Denmark;Mountain Dew (L3);2024;1;AI_forecast;AI_P09F;2023;8,77319E+15
Spain;Pepsi Max (L3);2024;8;AI_forecast;AI_P08F;2023;1,77639E+16
Great Britain;7up Free (L3);2024;5;AI_forecast;AI_P11F;2023;1,00005E+16
Hungary;Pepsi Regular (L3);2024;10;AI_forecast;AI_P07F;2023;1,29132E+16
Spain;Lipton (L3);2024;10;AI_forecast;AI_P05F;2023;1,4519E+16
Great Britain;Pepsi Max (L3);2024;1;AI_forecast;AI_P02F;2023;8,5623E+15
Netherlands;Pepsi Regular (L3);2023;9;AI_forecast;AI_P04F;2023;5,57923E+15
Great Britain;Pepsi Regular (L3);2024;6;AI_forecast;AI_P03F;2023;1,28284E+16
Denmark;Pepsi Max (L3);2024;6;AI_forecast;AI_P09F;2023;2,56931E+16
Denmark;Pepsi Max (L3);2024;4;AI_forecast;AI_P10F;2023;2,64721E+16
Spain;Pepsi Max (L3);2024;2;AI_forecast;AI_P10F;2023;1,01955E+16
Great Britain;7up Free (L3);2023;10;AI_forecast;AI_P10F;2023;1,27803E+16
Czech;Pepsi Max (L3);2023;7;AI_forecast;AI_P04F;2023;3,87506E+15
Netherlands;Pepsi Max (L3);2023;5;AI_forecast;AI_P04F;2023;7,97344E+15
Great Britain;7up (L3);2023;6;AI_forecast;AI_P04F;2023;1,81155E+16
Denmark;7up (L3);2025;3;AI_forecast;AI_P10F;2023;0
Portugal;Lipton (L3);2024;8;AI_forecast;AI_P03F;2023;1,21485E+16
Denmark;Pepsi Max (L3);2023;10;AI_forecast;AI_P09F;2023;2,23629E+15
Italy;Pepsi Regular (L3);2023;7;AI_forecast;AI_P07F;2023;2,28542E+16
Denmark;Pepsi Max (L3);2023;9;AI_forecast;AI_PF;2023;1,76077E+16
Great Britain;Lipton (L3);2023;11;AI_forecast;AI_P10F;2023;5484145799723550,00
Great Britain;7up Free (L3);2025;2;AI_forecast;AI_P12F;2023;1,94509E+15
Great Britain;Pepsi Max (L3);2024;9;AI_forecast;AI_P04F;2023;9,97301E+15
Great Britain;Lipton (L3);2024;6;AI_forecast;AI_P05F;2023;7,17579E+15
Czech;Pepsi Max (L3);2024;2;AI_forecast;AI_P05F;2023;3,19235E+15
Great Britain;7up Free (L3);2024;6;AI_forecast;AI_P05F;2023;1,1653E+16
Great Britain;7up Free (L3);2024;6;AI_forecast;AI_P03F;2023;1,07282E+16
Great Britain;7up Free (L3);2024;10;AI_forecast;AI_P07F;2023;1,529E+16
Great Britain;7up Free (L3);2023;1;AI_forecast;AI_PF;2023;1,36287E+16
Great Britain;7up (L3);2023;9;AI_forecast;AI_P08F;2023;2,37556E+16
Norway;Mountain Dew (L3);2024;8;AI_forecast;AI_P09F;2023;2,03074E+16
Norway;Pepsi Max (L3);2023;11;AI_forecast;AI_PF;2023;2308536710941830,00
Spain;Pepsi Regular (L3);2023;11;AI_forecast;AI_P04F;2023;1301029810569140,00
Czech;Pepsi Regular (L3);2023;10;AI_forecast;AI_P04F;2023;9,26647E+15
Norway;Pepsi Max (L3);2024;10;AI_forecast;AI_P10F;2023;1,91913E+16
Hungary;Pepsi Max (L3);2023;12;AI_forecast;AI_P02F;2023;5,43128E+15
Hungary;7up Free (L3);2023;10;AI_forecast;AI_P05F;2023;1,82398E+14
Hungary;7up Free (L3);2023;6;AI_forecast;AI_P03F;2023;2,53337E+16
Italy;Pepsi Max (L3);2024;11;AI_forecast;AI_P11F;2023;1707550933108280,00
Spain;Pepsi Max (L3);2023;12;AI_forecast;AI_P11F;2023;1,18709E+16
Great Britain;7up (L3);2023;5;AI_forecast;AI_P02F;2023;3,6137E+15
Spain;Pepsi Regular (L3);2024;9;AI_forecast;AI_P05F;2023;1,12727E+16
Denmark;7up (L3);2024;8;AI_forecast;AI_P05F;2023;0
Hungary;Lipton (L3);2023;12;AI_forecast;AI_P07F;2023;2,27793E+15
Great Britain;Lipton (L3);2023;8;actual;null;;6,44766E+15
Czech;Lipton (L3);2023;8;actual;null;;3,10317E+15
Hungary;Pepsi Regular (L3);2023;8;actual;null;;1,26662E+16
Netherlands;Pepsi Max (L3);2023;8;actual;null;;1,11057E+15
Hungary;Lipton (L3);2023;8;actual;null;;3,56247E+15
Portugal;7up Free (L3);2023;12;AI_forecast;AI_P09F;2023;1,34931E+16
Hungary;Pepsi Max (L3);2023;9;AI_forecast;AI_P08F;2023;5,25578E+15
Great Britain;Lipton (L3);2024;4;AI_forecast;AI_P02F;2023;8,01119E+15
Spain;Pepsi Max (L3);2024;11;AI_forecast;AI_P12F;2023;14853683949020700,00
Czech;7up (L3);2023;11;AI_forecast;AI_P03F;2023;6470563578165780,00
Spain;7up Free (L3);2024;1;AI_forecast;AI_P06F;2023;6,38965E+15
Norway;Pepsi Max (L3);2024;8;AI_forecast;AI_P07F;2023;2,17137E+16
Spain;7up (L3);2023;8;actual;null;;1,06716E+16
Spain;Pepsi Max (L3);2024;9;AI_forecast;AI_P07F;2023;1,28974E+16
Denmark;Pepsi Regular (L3);2023;11;AI_forecast;AI_P08F;2023;21958732024309700,00
Czech;Pepsi Regular (L3);2025;4;AI_forecast;AI_P11F;2023;8,52589E+15
Denmark;7up (L3);2024;8;AI_forecast;AI_P04F;2023;0
Denmark;Pepsi Max (L3);2024;1;AI_forecast;AI_P10F;2023;2,06156E+16
Great Britain;Mountain Dew (L3);2023;5;AI_forecast;AI_P05F;2023;2,01243E+16
Great Britain;7up (L3);2024;10;AI_forecast;AI_P07F;2023;0
Netherlands;Pepsi Max (L3);2023;5;AI_forecast;AI_PF;2023;9,12065E+15
Norway;7up (L3);2024;5;AI_forecast;AI_P09F;2023;0
Italy;7up (L3);2023;6;AI_forecast;AI_P05F;2023;1,72317E+16
Czech;Pepsi Regular (L3);2024;3;AI_forecast;AI_P02F;2023;9,9213E+15
Portugal;Pepsi Regular (L3);2024;4;AI_forecast;AI_P11F;2023;1,81811E+16
Hungary;Lipton (L3);2025;2;AI_forecast;AI_P10F;2023;1,97121E+15
Portugal;Pepsi Max (L3);2024;2;AI_forecast;AI_P02F;2023;1,8217E+16
Italy;Pepsi Regular (L3);2024;7;AI_forecast;AI_P09F;2023;2,41448E+15
Great Britain;Pepsi Regular (L3);2023;8;AI_forecast;AI_P04F;2023;2,08255E+16
Great Britain;7up (L3);2023;10;AI_forecast;AI_P04F;2023;8,40123E+14
Denmark;7up (L3);2024;6;AI_forecast;AI_P04F;2023;0
Portugal;Lipton (L3);2024;5;AI_forecast;AI_P08F;2023;9,22993E+15
Great Britain;Pepsi Max (L3);2023;8;AI_forecast;AI_P08F;2023;1,25622E+23
Great Britain;Lipton (L3);2025;1;AI_forecast;AI_P09F;2023;5,35836E+15
Hungary;Pepsi Regular (L3);2024;8;AI_forecast;AI_P12F;2023;8,10377E+14
Hungary;Pepsi Regular (L3);2024;5;AI_forecast;AI_P09F;2023;1,18931E+16
Great Britain;Mountain Dew (L3);2024;3;AI_forecast;AI_P02F;2023;1,54376E+16
Spain;Pepsi Max (L3);2024;1;AI_forecast;AI_P08F;2023;9,00667E+15
Netherlands;Lipton (L3);2024;4;AI_forecast;AI_P06F;2023;1,46395E+16
Portugal;Pepsi Regular (L3);2024;1;AI_forecast;AI_P10F;2023;1,74978E+16
Portugal;Lipton (L3);2024;7;AI_forecast;AI_P05F;2023;9,15223E+15
Hungary;7up (L3);2025;1;AI_forecast;AI_P12F;2023;0
Portugal;7up (L3);2024;8;AI_forecast;AI_P12F;2023;6,03444E+15
Norway;7up (L3);2024;8;AI_forecast;AI_P04F;2023;3,5275E+15
Italy;7up (L3);2024;9;AI_forecast;AI_P11F;2023;1,19179E+15
Denmark;Pepsi Max (L3);2024;9;AI_forecast;AI_P08F;2023;2,29961E+15
Great Britain;Pepsi Regular (L3);2023;11;AI_forecast;AI_P02F;2023;1558125479492470,00
Denmark;Pepsi Max (L3);2023;8;AI_forecast;AI_P07F;2023;2,18095E+16
Italy;Pepsi Max (L3);2024;3;AI_forecast;AI_P04F;2023;1,51853E+15
Hungary;7up (L3);2023;12;AI_forecast;AI_P04F;2023;5,51769E+16
Great Britain;7up Free (L3);2024;2;AI_forecast;AI_P09F;2023;1,17032E+16
Spain;7up Free (L3);2025;2;AI_forecast;AI_P11F;2023;3,72215E+15
Netherlands;Pepsi Max (L3);2023;3;AI_forecast;AI_PF;2023;9,58961E+15
Czech;Pepsi Regular (L3);2024;2;AI_forecast;AI_P05F;2023;7,91166E+15
Netherlands;Lipton (L3);2024;12;AI_forecast;AI_P10F;2023;1,45229E+16
Netherlands;Lipton (L3);2024;4;AI_forecast;AI_P02F;2023;1,59535E+16
Norway;Pepsi Max (L3);2024;1;AI_forecast;AI_P12F;2023;2,49632E+16
Czech;Pepsi Regular (L3);2023;10;AI_forecast;AI_P07F;2023;8,77393E+15
Portugal;Pepsi Max (L3);2024;5;AI_forecast;AI_P08F;2023;2,30454E+16
Denmark;Mountain Dew (L3);2024;10;AI_forecast;AI_P05F;2023;3,02304E+16
Great Britain;Pepsi Max (L3);2023;7;AI_forecast;AI_P05F;2023;1,1609E+23
Hungary;7up Free (L3);2023;10;AI_forecast;AI_P02F;2023;1,04675E+16
Denmark;Pepsi Max (L3);2025;1;AI_forecast;AI_P11F;2023;2,00897E+15
Denmark;Pepsi Max (L3);2024;2;AI_forecast;AI_P07F;2023;2,33363E+16
Czech;Lipton (L3);2023;10;AI_forecast;AI_P04F;2023;2,74846E+16
Spain;Lipton (L3);2024;6;AI_forecast;AI_P11F;2023;1,07678E+16
Spain;7up Free (L3);2023;4;AI_forecast;AI_P04F;2023;4,1316E+15
Norway;7up (L3);2025;3;AI_forecast;AI_P12F;2023;0
Czech;Pepsi Regular (L3);2024;8;AI_forecast;AI_P11F;2023;8,80129E+15
Norway;Pepsi Max (L3);2024;12;AI_forecast;AI_P11F;2023;1,78739E+16
Denmark;7up (L3);2024;6;AI_forecast;AI_P11F;2023;0
Norway;7up Free (L3);2024;11;AI_forecast;AI_P07F;2023;4041766269400300,00
Netherlands;Pepsi Regular (L3);2023;4;AI_forecast;AI_P03F;2023;5,43695E+15
Denmark;Pepsi Max (L3);2024;1;AI_forecast;AI_P09F;2023;1,93347E+16
Netherlands;7up Free (L3);2024;8;AI_forecast;AI_P05F;2023;1,54293E+16
Netherlands;Mountain Dew (L3);2023;7;AI_forecast;AI_PF;2023;0
Spain;Pepsi Regular (L3);2023;12;AI_forecast;AI_P11F;2023;1,38546E+16
Netherlands;Mountain Dew (L3);2024;3;AI_forecast;AI_P09F;2023;0
Norway;Pepsi Max (L3);2024;6;AI_forecast;AI_P08F;2023;3,10902E+16
Hungary;Lipton (L3);2023;8;AI_forecast;AI_P03F;2023;4,25531E+16
Norway;7up Free (L3);2023;9;AI_forecast;AI_P08F;2023;4,34479E+15
Hungary;Mountain Dew (L3);2023;9;AI_forecast;AI_PF;2023;4,10169E+15
Denmark;Pepsi Max (L3);2024;7;AI_forecast;AI_P10F;2023;2,5412E+15
Denmark;Pepsi Max (L3);2024;6;AI_forecast;AI_P10F;2023;2,69794E+16
Spain;Pepsi Max (L3);2024;7;AI_forecast;AI_P06F;2023;1,97259E+15
Great Britain;7up (L3);2025;3;AI_forecast;AI_P11F;2023;4,32264E+15
Norway;Pepsi Regular (L3);2023;12;AI_forecast;AI_P07F;2023;3,70099E+14
Great Britain;Pepsi Max (L3);2023;12;AI_forecast;AI_P03F;2023;1,10708E+23
Great Britain;7up Free (L3);2024;9;AI_forecast;AI_P08F;2023;8,58759E+15
Great Britain;7up Free (L3);2024;3;AI_forecast;AI_P05F;2023;1,49789E+16
Hungary;Pepsi Regular (L3);2024;8;AI_forecast;AI_P10F;2023;1,13297E+16
Spain;Pepsi Max (L3);2024;8;AI_forecast;AI_P05F;2023;1,70603E+16
Hungary;7up (L3);2023;4;AI_forecast;AI_P02F;2023;4,94975E+15
Netherlands;Pepsi Max (L3);2023;10;AI_forecast;AI_P02F;2023;1,07439E+15
Spain;7up Free (L3);2024;8;AI_forecast;AI_P12F;2023;8,67796E+15
Italy;7up (L3);2024;4;AI_forecast;AI_PF;2023;1,36466E+16
Italy;7up (L3);2024;1;AI_forecast;AI_P02F;2023;1,96825E+16
Norway;Pepsi Regular (L3);2024;3;AI_forecast;AI_P11F;2023;3,59274E+15
Portugal;Pepsi Max (L3);2024;8;AI_forecast;AI_P11F;2023;2,39129E+16
Hungary;Pepsi Max (L3);2024;5;AI_forecast;AI_P05F;2023;6,25974E+13
Netherlands;Pepsi Regular (L3);2024;3;AI_forecast;AI_P05F;2023;5,15511E+14
Denmark;7up Free (L3);2023;10;AI_forecast;AI_P07F;2023;1,30415E+16
Denmark;Pepsi Max (L3);2023;7;AI_forecast;AI_P02F;2023;1,62382E+16
Denmark;Pepsi Max (L3);2024;9;AI_forecast;AI_P09F;2023;2,77957E+16
Great Britain;7up Free (L3);2024;7;AI_forecast;AI_P03F;2023;2,06942E+16
Czech;Pepsi Regular (L3);2024;1;AI_forecast;AI_P08F;2023;8,31851E+15
Hungary;Pepsi Max (L3);2024;1;AI_forecast;AI_P09F;2023;4,66635E+15
Denmark;Pepsi Max (L3);2023;12;AI_forecast;AI_P12F;2023;2,72533E+15
Great Britain;7up (L3);2024;3;AI_forecast;AI_P11F;2023;3,18347E+15
Norway;Pepsi Max (L3);2024;6;AI_forecast;AI_P09F;2023;2,10848E+16
Denmark;7up (L3);2024;5;AI_forecast;AI_P11F;2023;0
Hungary;Lipton (L3);2023;9;AI_forecast;AI_P06F;2023;3,32063E+15
Hungary;7up Free (L3);2024;3;AI_forecast;AI_P06F;2023;2,39051E+16
Great Britain;7up (L3);2023;11;AI_forecast;AI_P06F;2023;1241849432198840,00
Great Britain;7up (L3);2023;12;AI_forecast;AI_P04F;2023;2,85537E+15
Great Britain;7up (L3);2023;12;AI_forecast;AI_P04F;2023;2,8834E+16
Portugal;Lipton (L3);2024;7;AI_forecast;AI_P11F;2023;1,14642E+14
Hungary;7up Free (L3);2024;6;AI_forecast;AI_P11F;2023;1,96755E+16
Hungary;Pepsi Max (L3);2023;7;AI_forecast;AI_PF;2023;5,9153E+15
Great Britain;Lipton (L3);2023;11;AI_forecast;AI_P11F;2023;6040335235026620,00
Hungary;Pepsi Regular (L3);2024;5;AI_forecast;AI_P12F;2023;9,96449E+15
Great Britain;7up (L3);2024;4;AI_forecast;AI_PF;2023;2,33925E+16
Norway;Pepsi Regular (L3);2024;11;AI_forecast;AI_P10F;2023;31030204007725400,00
Portugal;7up Free (L3);2024;5;AI_forecast;AI_P05F;2023;1,17309E+15
Spain;7up (L3);2023;11;AI_forecast;AI_P07F;2023;7275173083829870,00
Hungary;Pepsi Max (L3);2023;6;AI_forecast;AI_PF;2023;5,57651E+15
Denmark;Pepsi Max (L3);2024;6;AI_forecast;AI_P09F;2023;2,85143E+15
Spain;Lipton (L3);2024;2;AI_forecast;AI_P11F;2023;8,74791E+15
Hungary;7up Free (L3);2023;4;AI_forecast;AI_P02F;2023;6,91708E+15
Denmark;Pepsi Max (L3);2024;6;AI_forecast;AI_P12F;2023;2,90019E+15
Great Britain;Pepsi Regular (L3);2025;2;AI_forecast;AI_P11F;2023;1,07307E+16
Denmark;Pepsi Max (L3);2024;11;AI_forecast;AI_P11F;2023;26019182742595700,00
Hungary;Pepsi Regular (L3);2024;1;AI_forecast;AI_P02F;2023;1,62372E+16
Spain;Pepsi Max (L3);2023;8;AI_forecast;AI_P08F;2023;1,26756E+16
Norway;Pepsi Regular (L3);2024;4;AI_forecast;AI_PF;2023;3,35427E+15
Norway;Lipton (L3);2024;6;AI_forecast;AI_P04F;2023;3,85054E+15
Denmark;Pepsi Max (L3);2024;5;AI_forecast;AI_PF;2023;1,93173E+16
Great Britain;Lipton (L3);2023;10;AI_forecast;AI_P03F;2023;6,42303E+15
Czech;Pepsi Max (L3);2023;11;AI_forecast;AI_P04F;2023;37802764216258700,00
Great Britain;Lipton (L3);2023;10;AI_forecast;AI_P05F;2023;6,24143E+15
Great Britain;Mountain Dew (L3);2024;4;AI_forecast;AI_P03F;2023;1,41382E+16
Netherlands;Pepsi Max (L3);2024;3;AI_forecast;AI_PF;2023;1,02321E+16
Netherlands;Pepsi Max (L3);2023;11;AI_forecast;AI_P05F;2023;750086640819612,00
Portugal;Pepsi Regular (L3);2023;6;AI_forecast;AI_P06F;2023;2,22282E+15
Portugal;Pepsi Regular (L3);2024;6;AI_forecast;AI_P09F;2023;2,31858E+15
Hungary;Lipton (L3);2023;11;AI_forecast;AI_P02F;2023;27996101780824200,00
Portugal;Lipton (L3);2023;11;AI_forecast;AI_P10F;2023;6005869202391260,00
Hungary;Pepsi Max (L3);2024;9;AI_forecast;AI_P06F;2023;3,59745E+15
Denmark;Pepsi Max (L3);2024;11;AI_forecast;AI_P11F;2023;332364680691289,00
Great Britain;7up Free (L3);2024;8;AI_forecast;AI_P10F;2023;8,34552E+14
Denmark;Pepsi Regular (L3);2024;8;AI_forecast;AI_P12F;2023;2,92199E+14
Norway;Lipton (L3);2024;4;AI_forecast;AI_P06F;2023;2,90111E+15
Portugal;Pepsi Max (L3);2023;1;AI_forecast;AI_PF;2023;1,45439E+16
